assay,method,mixing_score,purity_score,reduction,ndim,features_ngenes
RNA,harmony,86.565,71.7375,harmony_11_Batch_ID_3_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,84.28,76.345,harmony_11_Batch_ID_3_0.1_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,87.335,43.8025,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,85.99,41.735,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,83.075,30.915,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,81.835,27.2775,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,89.375,37.125,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,87.955,33.6775,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,86.3,62.4,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,83.745,54.685,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,82.215,56.1875,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,79.57,55.5025,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,83.895,70.07,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,87.375,62.9375,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,86.335,65.8325,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,84,58.8125,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,80.295,58.2925,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,78.005,54.3875,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,84.2,73.0875,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,81.64,71.9675,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,80.62,74.6375,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,78.2,74.9175,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,80.615,62.8625,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,77.24,58.77,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,83.98,75.7275,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,81.145,76.95,harmony_12_Batch_ID_3_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,62.35,79.76,scVI_6_150_0.01_2_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_8046be1573ac37fa37bc3c5b56f6e65b,50,750
scVI,scVI,65.13,76.15,scVI_6_150_0.01_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,90,1000
scVI,scVI,66.67,72.3075,scVI_6_150_0.01_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,90,750
scVI,scVI,62.89,78.065,scVI_7_150_0.01_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.1000_8046be1573ac37fa37bc3c5b56f6e65b,50,1000
scVI,scVI,65.71,76.9925,scVI_7_150_0.01_3_256_gene_zinb..scVI..50..features_RNA.log.vst.split_Batch_ID.features.750_8046be1573ac37fa37bc3c5b56f6e65b,50,750
scVI,scVI,65.925,77.35,scVI_7_150_0.01_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,90,1000
scVI,scVI,67.025,73.315,scVI_7_150_0.01_3_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,90,750
scVI,scVI,64.695,82.5775,scVI_8_150_0.05_2_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,65.535,79.9825,scVI_8_150_0.05_2_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,65.105,81.1825,scVI_8_150_0.05_2_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,67.42,78.7575,scVI_8_150_0.05_2_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
scVI,scVI,60.82,84.345,scVI_9_150_0.05_3_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.1000_3b9e3ed8dac54bd9d04e434d74ffbb99,60,1000
scVI,scVI,62.12,84.6325,scVI_9_150_0.05_3_128_gene_zinb..scVI..60..features_RNA.log.vst.split_Batch_ID.features.750_3b9e3ed8dac54bd9d04e434d74ffbb99,60,750
scVI,scVI,62.265,78.535,scVI_9_150_0.05_3_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_8a71cab20d8ba5575858e56d9c6c5e95,80,1000
scVI,scVI,64.575,83.53,scVI_9_150_0.05_3_128_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_8a71cab20d8ba5575858e56d9c6c5e95,80,750
RNA,harmony,78.495,55.13,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,76.095,53.4425,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,72.76,50.945,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,68.965,54.23,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,82,56.0225,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,80.04,52.7075,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,79.2,67.3075,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,76.58,61.6575,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,74.075,59.5225,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,69.77,56.8175,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,82.205,73.7725,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,80.455,70.4075,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,80.02,73.93,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,77.565,66.9975,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,74.18,60.9825,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,70.325,58.725,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,82.845,75.5975,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,81.175,75.155,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,80.73,76.3825,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,78.485,74.2825,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,75.94,68.7025,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,71.845,62.0175,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,83.96,77.935,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,81.65,76.9725,harmony_3_Batch_ID_0.5_0.125_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,71.995,54.755,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,67.02,49.6575,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,63.36,51.0975,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,69.725,51.3275,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,79.73,48.4775,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,75.115,53.26,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,74.295,68.905,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,70.435,65.1,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,67.075,65.5825,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,71.07,59.2325,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,79.79,75.225,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,77.305,66.8225,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,75.605,74.48,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,71.1,69.385,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,69.39,66.03,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,64.975,66.6525,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,80.49,75.0975,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,77.755,73.5175,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,77.04,73.785,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,73.055,71.305,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,69.715,71.135,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,66.415,68.9175,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,81.39,76.6,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,78.76,75.335,harmony_4_Batch_ID_1_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
scVI,scVI,59.445,87.59,scVI_0_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,80,1000
scVI,scVI,57.05,87.725,scVI_0_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,80,1500
scVI,scVI,62.21,85.2975,scVI_0_20_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,80,750
scVI,scVI,60.685,87.8425,scVI_1_20_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,90,1000
scVI,scVI,56.095,89.815,scVI_1_20_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,90,1500
scVI,scVI,61.83,84.8625,scVI_1_20_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,90,750
scVI,scVI,62.22,86.535,scVI_2_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,80,1000
scVI,scVI,59.185,84.32,scVI_2_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,80,1500
scVI,scVI,64.145,82.6575,scVI_2_30_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,80,750
scVI,scVI,63.795,82.55,scVI_3_30_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,90,1000
scVI,scVI,60.08,87.385,scVI_3_30_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,90,1500
scVI,scVI,64.78,84.2625,scVI_3_30_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,90,750
scVI,scVI,63.62,88.3175,scVI_4_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,80,1000
scVI,scVI,61.02,85.115,scVI_4_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,80,1500
scVI,scVI,65.95,83.77,scVI_4_40_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,80,750
scVI,scVI,63.56,85.2,scVI_5_40_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,90,1000
scVI,scVI,61.545,84.9025,scVI_5_40_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,90,1500
scVI,scVI,65.675,81.405,scVI_5_40_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,90,750
scVI,scVI,66.335,84.9875,scVI_6_60_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,80,1000
scVI,scVI,63.595,86.3875,scVI_6_60_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,80,1500
scVI,scVI,66.07,81.9575,scVI_6_60_0.1_2_256_gene_zinb..scVI..80..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,80,750
scVI,scVI,64.57,83.2175,scVI_7_60_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1000_61543ee7ef19620005e05dd503d30871,90,1000
scVI,scVI,63.745,83.295,scVI_7_60_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.1500_61543ee7ef19620005e05dd503d30871,90,1500
scVI,scVI,66.415,81.87,scVI_7_60_0.1_2_256_gene_zinb..scVI..90..features_RNA.log.vst.split_Batch_ID.features.750_61543ee7ef19620005e05dd503d30871,90,750
RNA,harmony,93.62,37.875,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,94.035,27.08,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,94.465,24.7275,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,93.5,22.45,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,93.42,40.48,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,94.12,39.5975,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,91.465,61.91,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
RNA,harmony,91.61,52.715,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,50,1500
RNA,harmony,92.225,46.775,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,50,2000
RNA,harmony,92.59,37.2275,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,50,3000
RNA,harmony,87.16,67.645,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,50,500
RNA,harmony,91.475,62.9175,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,50,750
RNA,harmony,85.115,67.86,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,60,1000
RNA,harmony,91.475,56.2875,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,60,1500
RNA,harmony,91.99,50.1,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,60,2000
RNA,harmony,92.445,38.3425,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,60,3000
RNA,harmony,87.33,68.195,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,60,500
RNA,harmony,86.215,69.1975,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..60..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,60,750
RNA,harmony,85.85,73.62,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,80,1000
RNA,harmony,84.54,69.54,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,80,1500
RNA,harmony,83.755,61.53,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,80,2000
RNA,harmony,90.58,51.7075,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,80,3000
RNA,harmony,88.12,71.48,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,80,500
RNA,harmony,86.68,72.225,harmony_13_Batch_ID_5_0.05_130_PCA..RNA..80..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,80,750
RNA,harmony,92.44,28.825,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,30,1000
RNA,harmony,91.34,24.5225,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.1500_9625657cf22d373e46bdde89031e6f00,30,1500
RNA,harmony,89.12,26.32,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.2000_9625657cf22d373e46bdde89031e6f00,30,2000
RNA,harmony,87.175,22.36,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.3000_9625657cf22d373e46bdde89031e6f00,30,3000
RNA,harmony,92.285,35.7825,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.500_9625657cf22d373e46bdde89031e6f00,30,500
RNA,harmony,92.17,27.5775,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..30..RNA.log.vst.split_Batch_ID.features.750_9625657cf22d373e46bdde89031e6f00,30,750
RNA,harmony,90.76,59.4475,harmony_14_Batch_ID_5_0.1_130_PCA..RNA..50..RNA.log.vst.split_Batch_ID.features.1000_9625657cf22d373e46bdde89031e6f00,50,1000
